UNITID,cip_family,total_awards,cip_label
196237,13,141.0,Education
196237,16,6.0,Foreign Languages
196237,23,36.0,English
196237,24,34.0,Liberal Arts
196237,26,70.0,Biological Sciences
196237,27,8.0,Mathematics
196237,38,3.0,Philosophy/Religion
196237,40,3.0,Physical Sciences
196237,42,93.0,Psychology
196237,45,131.0,Social Sciences
196237,50,23.0,Visual/Performing Arts
196237,51,45.0,Health Professions
196237,52,222.0,Business
196237,54,33.0,History
196246,03,24.0,Natural Resources
196246,05,5.0,Area/Ethnic Studies
196246,09,94.0,Communication
196246,11,31.0,Computer Science
196246,13,59.0,Education
196246,16,4.0,Foreign Languages
196246,19,18.0,Family/Consumer Sciences
196246,22,3.0,Legal Professions
196246,23,23.0,English
196246,24,19.0,Liberal Arts
196246,26,55.0,Biological Sciences
196246,27,3.0,Mathematics
196246,30,1.0,Interdisciplinary
196246,31,9.0,Parks/Recreation
196246,38,1.0,Philosophy/Religion
196246,40,12.0,Physical Sciences
196246,42,80.0,Psychology
196246,43,60.0,Homeland Security
196246,44,25.0,Public Administration
196246,45,31.0,Social Sciences
196246,50,22.0,Visual/Performing Arts
196246,51,112.0,Health Professions
196246,52,331.0,Business
196246,54,20.0,History
196255,51,138.0,Health Professions
196264,13,68.0,Education
196264,19,89.0,Family/Consumer Sciences
196264,24,12.0,Liberal Arts
196264,30,133.0,Interdisciplinary
196264,40,89.0,Physical Sciences
196264,42,164.0,Psychology
196264,43,6.0,Homeland Security
196264,44,384.0,Public Administration
196264,45,22.0,Social Sciences
196264,50,56.0,Visual/Performing Arts
196264,51,122.0,Health Professions
196264,52,537.0,Business
196264,54,44.0,History
196291,03,14.0,Natural Resources
196291,14,107.0,Engineering
196291,30,10.0,Interdisciplinary
196291,49,81.0,Transportation
196291,52,40.0,Business
196307,26,3.0,Biological Sciences
196307,51,83.0,Health Professions
196413,03,29.0,Natural Resources
196413,04,168.0,Architecture
196413,05,6.0,Area/Ethnic Studies
196413,09,588.0,Communication
196413,10,7.0,Communications Tech
196413,11,234.0,Computer Science
196413,13,85.0,Education
196413,14,199.0,Engineering
196413,16,37.0,Foreign Languages
196413,19,73.0,Family/Consumer Sciences
196413,22,0.0,Legal Professions
196413,23,49.0,English
196413,24,18.0,Liberal Arts
196413,26,176.0,Biological Sciences
196413,27,41.0,Mathematics
196413,30,71.0,Interdisciplinary
196413,31,235.0,Parks/Recreation
196413,38,24.0,Philosophy/Religion
196413,40,40.0,Physical Sciences
196413,42,262.0,Psychology
196413,43,58.0,Homeland Security
196413,44,131.0,Public Administration
196413,45,526.0,Social Sciences
196413,50,310.0,Visual/Performing Arts
196413,51,81.0,Health Professions
196413,52,608.0,Business
196413,54,41.0,History
196431,38,16.0,Philosophy/Religion
196440,38,0.0,Philosophy/Religion
196583,38,6.0,Philosophy/Religion
196592,09,14.0,Communication
196592,11,68.0,Computer Science
196592,13,11.0,Education
196592,23,4.0,English
196592,26,99.0,Biological Sciences
196592,27,10.0,Mathematics
196592,30,135.0,Interdisciplinary
196592,38,6.0,Philosophy/Religion
196592,40,0.0,Physical Sciences
196592,42,273.0,Psychology
196592,44,35.0,Public Administration
196592,45,45.0,Social Sciences
196592,51,292.0,Health Professions
196592,52,156.0,Business
196592,54,3.0,History
196653,51,17.0,Health Professions
196653,52,1.0,Business
196680,11,39.0,Computer Science
196680,13,0.0,Education
196680,15,355.0,Engineering Tech
196680,23,5.0,English
196680,24,1143.0,Liberal Arts
196680,26,18.0,Biological Sciences
196680,29,65.0,Military Tech
196680,30,19.0,Interdisciplinary
196680,42,93.0,Psychology
196680,43,79.0,Homeland Security
196680,44,8.0,Public Administration
196680,45,43.0,Social Sciences
196680,50,0.0,Visual/Performing Arts
196680,51,234.0,Health Professions
196680,52,340.0,Business
196680,54,16.0,History
196866,03,10.0,Natural Resources
196866,05,5.0,Area/Ethnic Studies
196866,11,18.0,Computer Science
196866,14,77.0,Engineering
196866,16,23.0,Foreign Languages
196866,23,12.0,English
196866,24,42.0,Liberal Arts
196866,26,59.0,Biological Sciences
196866,27,13.0,Mathematics
196866,30,3.0,Interdisciplinary
196866,38,6.0,Philosophy/Religion
196866,40,13.0,Physical Sciences
196866,42,45.0,Psychology
196866,45,115.0,Social Sciences
196866,50,10.0,Visual/Performing Arts
196866,52,13.0,Business
196866,54,17.0,History
197018,38,369.0,Philosophy/Religion
197027,14,114.0,Engineering
197027,49,105.0,Transportation
197036,03,15.0,Natural Resources
197036,05,1.0,Area/Ethnic Studies
197036,11,51.0,Computer Science
197036,14,213.0,Engineering
197036,15,51.0,Engineering Tech
197036,16,61.0,Foreign Languages
197036,22,55.0,Legal Professions
197036,23,8.0,English
197036,26,36.0,Biological Sciences
197036,27,20.0,Mathematics
197036,29,42.0,Military Tech
197036,30,37.0,Interdisciplinary
197036,31,13.0,Parks/Recreation
197036,38,7.0,Philosophy/Religion
197036,40,23.0,Physical Sciences
197036,42,58.0,Psychology
197036,45,213.0,Social Sciences
197036,52,52.0,Business
197036,54,35.0,History
197045,09,19.0,Communication
197045,11,9.0,Computer Science
197045,13,58.0,Education
197045,16,0.0,Foreign Languages
197045,19,8.0,Family/Consumer Sciences
197045,23,14.0,English
197045,24,16.0,Liberal Arts
197045,26,24.0,Biological Sciences
197045,27,4.0,Mathematics
197045,30,3.0,Interdisciplinary
197045,31,13.0,Parks/Recreation
197045,38,1.0,Philosophy/Religion
197045,40,8.0,Physical Sciences
197045,42,57.0,Psychology
197045,43,135.0,Homeland Security
197045,45,6.0,Social Sciences
197045,51,340.0,Health Professions
197045,52,67.0,Business
197045,54,12.0,History
197133,03,21.0,Natural Resources
197133,05,23.0,Area/Ethnic Studies
197133,09,14.0,Communication
197133,11,31.0,Computer Science
197133,13,19.0,Education
197133,16,51.0,Foreign Languages
197133,23,37.0,English
197133,24,2.0,Liberal Arts
197133,26,103.0,Biological Sciences
197133,27,43.0,Mathematics
197133,30,42.0,Interdisciplinary
197133,38,18.0,Philosophy/Religion
197133,40,38.0,Physical Sciences
197133,42,45.0,Psychology
197133,45,169.0,Social Sciences
197133,50,77.0,Visual/Performing Arts
197133,54,16.0,History
197142,09,2.0,Communication
197142,10,9.0,Communications Tech
197142,14,1.0,Engineering
197142,23,0.0,English
197142,42,4.0,Psychology
197142,50,35.0,Visual/Performing Arts
197142,51,0.0,Health Professions
197142,52,9.0,Business
197151,09,17.0,Communication
197151,10,76.0,Communications Tech
197151,11,333.0,Computer Science
197151,50,467.0,Visual/Performing Arts
197197,03,0.0,Natural Resources
197197,11,7.0,Computer Science
197197,13,3.0,Education
197197,16,0.0,Foreign Languages
197197,23,5.0,English
197197,26,10.0,Biological Sciences
197197,27,4.0,Mathematics
197197,30,11.0,Interdisciplinary
197197,31,16.0,Parks/Recreation
197197,38,1.0,Philosophy/Religion
197197,40,4.0,Physical Sciences
197197,42,23.0,Psychology
197197,44,0.0,Public Administration
197197,45,20.0,Social Sciences
197197,50,68.0,Visual/Performing Arts
197197,51,156.0,Health Professions
197197,52,50.0,Business
197197,54,5.0,History
197221,14,22.0,Engineering
197230,03,4.0,Natural Resources
197230,05,2.0,Area/Ethnic Studies
197230,11,1.0,Computer Science
197230,13,2.0,Education
197230,23,6.0,English
197230,26,9.0,Biological Sciences
197230,27,1.0,Mathematics
197230,30,4.0,Interdisciplinary
197230,40,2.0,Physical Sciences
197230,42,14.0,Psychology
197230,45,8.0,Social Sciences
197230,50,5.0,Visual/Performing Arts
197230,52,6.0,Business
197230,54,1.0,History
197285,11,8.0,Computer Science
197285,44,0.0,Public Administration
197285,50,12.0,Visual/Performing Arts
197285,51,38.0,Health Professions
197285,52,44.0,Business
197601,38,7.0,Philosophy/Religion
197647,38,13.0,Philosophy/Religion
197674,38,19.0,Philosophy/Religion
197692,38,7.0,Philosophy/Religion
197708,11,36.0,Computer Science
197708,13,7.0,Education
197708,14,0.0,Engineering
197708,16,0.0,Foreign Languages
197708,23,12.0,English
197708,26,87.0,Biological Sciences
197708,27,8.0,Mathematics
197708,30,55.0,Interdisciplinary
197708,38,19.0,Philosophy/Religion
197708,40,5.0,Physical Sciences
197708,42,76.0,Psychology
197708,45,48.0,Social Sciences
197708,50,1.0,Visual/Performing Arts
197708,51,12.0,Health Professions
197708,52,196.0,Business
197708,54,2.0,History
197735,38,83.0,Philosophy/Religion
197744,38,3.0,Philosophy/Religion
197869,01,3.0,Agriculture
197869,03,104.0,Natural Resources
197869,04,9.0,Architecture
197869,05,6.0,Area/Ethnic Studies
197869,09,252.0,Communication
197869,10,8.0,Communications Tech
197869,11,85.0,Computer Science
197869,13,381.0,Education
197869,15,55.0,Engineering Tech
197869,16,25.0,Foreign Languages
197869,19,59.0,Family/Consumer Sciences
197869,23,72.0,English
197869,24,18.0,Liberal Arts
197869,26,165.0,Biological Sciences
197869,27,36.0,Mathematics
197869,30,16.0,Interdisciplinary
197869,31,336.0,Parks/Recreation
197869,38,11.0,Philosophy/Religion
197869,40,91.0,Physical Sciences
197869,42,317.0,Psychology
197869,43,143.0,Homeland Security
197869,44,103.0,Public Administration
197869,45,196.0,Social Sciences
197869,50,253.0,Visual/Performing Arts
197869,51,365.0,Health Professions
197869,52,941.0,Business
197869,54,60.0,History
197911,09,3.0,Communication
197911,13,13.0,Education
197911,16,3.0,Foreign Languages
197911,23,4.0,English
197911,24,8.0,Liberal Arts
197911,26,18.0,Biological Sciences
197911,27,0.0,Mathematics
197911,30,3.0,Interdisciplinary
197911,31,55.0,Parks/Recreation
197911,38,1.0,Philosophy/Religion
197911,40,3.0,Physical Sciences
197911,42,12.0,Psychology
197911,43,6.0,Homeland Security
197911,44,13.0,Public Administration
197911,45,2.0,Social Sciences
197911,50,15.0,Visual/Performing Arts
197911,51,46.0,Health Professions
197911,52,45.0,Business
197911,54,5.0,History
197984,13,16.0,Education
197984,23,11.0,English
197984,24,30.0,Liberal Arts
197984,26,19.0,Biological Sciences
197984,27,2.0,Mathematics
197984,30,1.0,Interdisciplinary
197984,31,40.0,Parks/Recreation
197984,38,7.0,Philosophy/Religion
197984,39,5.0,Theology
197984,42,18.0,Psychology
197984,43,16.0,Homeland Security
197984,44,0.0,Public Administration
197984,45,14.0,Social Sciences
197984,51,0.0,Health Professions
197984,52,95.0,Business
197984,54,14.0,History
197993,09,3.0,Communication
197993,11,0.0,Computer Science
197993,13,2.0,Education
197993,26,6.0,Biological Sciences
197993,27,1.0,Mathematics
197993,30,9.0,Interdisciplinary
197993,40,0.0,Physical Sciences
197993,42,3.0,Psychology
197993,44,4.0,Public Administration
197993,45,1.0,Social Sciences
197993,50,1.0,Visual/Performing Arts
197993,52,6.0,Business
198066,03,9.0,Natural Resources
198066,13,7.0,Education
198066,23,3.0,English
198066,26,11.0,Biological Sciences
198066,27,2.0,Mathematics
198066,30,3.0,Interdisciplinary
198066,31,33.0,Parks/Recreation
198066,38,0.0,Philosophy/Religion
198066,40,1.0,Physical Sciences
198066,42,11.0,Psychology
198066,43,28.0,Homeland Security
198066,50,19.0,Visual/Performing Arts
198066,51,11.0,Health Professions
198066,52,28.0,Business
198066,54,7.0,History
198109,26,0.0,Biological Sciences
198109,30,12.0,Interdisciplinary
198109,51,38.0,Health Professions
198136,03,4.0,Natural Resources
198136,09,31.0,Communication
198136,11,46.0,Computer Science
198136,13,37.0,Education
198136,14,27.0,Engineering
198136,16,2.0,Foreign Languages
198136,23,8.0,English
198136,24,13.0,Liberal Arts
198136,26,34.0,Biological Sciences
198136,27,3.0,Mathematics
198136,30,0.0,Interdisciplinary
198136,31,99.0,Parks/Recreation
198136,38,7.0,Philosophy/Religion
198136,40,6.0,Physical Sciences
198136,41,41.0,Science Tech
198136,42,39.0,Psychology
198136,43,50.0,Homeland Security
198136,44,8.0,Public Administration
198136,45,14.0,Social Sciences
198136,50,15.0,Visual/Performing Arts
198136,51,111.0,Health Professions
198136,52,160.0,Business
198136,54,4.0,History
198215,03,18.0,Natural Resources
198215,09,10.0,Communication
198215,11,7.0,Computer Science
198215,13,36.0,Education
198215,16,1.0,Foreign Languages
198215,23,2.0,English
198215,24,2.0,Liberal Arts
198215,26,21.0,Biological Sciences
198215,27,5.0,Mathematics
198215,30,0.0,Interdisciplinary
198215,31,40.0,Parks/Recreation
198215,38,2.0,Philosophy/Religion
198215,40,3.0,Physical Sciences
198215,42,7.0,Psychology
198215,43,9.0,Homeland Security
198215,45,15.0,Social Sciences
198215,50,6.0,Visual/Performing Arts
198215,51,27.0,Health Professions
198215,52,61.0,Business
198215,54,1.0,History
198303,09,0.0,Communication
198303,10,2.0,Communications Tech
198303,13,8.0,Education
198303,23,4.0,English
198303,24,8.0,Liberal Arts
198303,26,10.0,Biological Sciences
198303,27,1.0,Mathematics
198303,30,0.0,Interdisciplinary
198303,31,35.0,Parks/Recreation
198303,38,0.0,Philosophy/Religion
198303,42,29.0,Psychology
198303,43,12.0,Homeland Security
198303,45,2.0,Social Sciences
198303,50,17.0,Visual/Performing Arts
198303,52,23.0,Business
198303,54,3.0,History
198385,03,22.0,Natural Resources
198385,05,22.0,Area/Ethnic Studies
198385,09,16.0,Communication
198385,11,54.0,Computer Science
198385,13,6.0,Education
198385,16,29.0,Foreign Languages
198385,23,26.0,English
198385,26,79.0,Biological Sciences
198385,27,26.0,Mathematics
198385,30,17.0,Interdisciplinary
198385,38,15.0,Philosophy/Religion
198385,40,33.0,Physical Sciences
198385,42,51.0,Psychology
198385,45,160.0,Social Sciences
198385,50,23.0,Visual/Performing Arts
198385,54,23.0,History
198419,03,54.0,Natural Resources
198419,05,43.0,Area/Ethnic Studies
198419,09,0.0,Communication
198419,11,411.0,Computer Science
198419,13,20.0,Education
198419,14,309.0,Engineering
198419,15,0.0,Engineering Tech
198419,16,60.0,Foreign Languages
198419,23,41.0,English
198419,26,317.0,Biological Sciences
198419,27,166.0,Mathematics
198419,30,315.0,Interdisciplinary
198419,38,25.0,Philosophy/Religion
198419,40,50.0,Physical Sciences
198419,42,133.0,Psychology
198419,44,144.0,Public Administration
198419,45,362.0,Social Sciences
198419,50,41.0,Visual/Performing Arts
198419,51,257.0,Health Professions
198419,54,45.0,History
198464,04,14.0,Architecture
198464,05,1.0,Area/Ethnic Studies
198464,09,249.0,Communication
198464,11,146.0,Computer Science
198464,13,356.0,Education
198464,14,83.0,Engineering
198464,15,396.0,Engineering Tech
198464,16,15.0,Foreign Languages
198464,19,107.0,Family/Consumer Sciences
198464,23,37.0,English
198464,24,196.0,Liberal Arts
198464,26,395.0,Biological Sciences
198464,27,15.0,Mathematics
198464,30,38.0,Interdisciplinary
198464,31,103.0,Parks/Recreation
198464,38,12.0,Philosophy/Religion
198464,40,72.0,Physical Sciences
198464,42,246.0,Psychology
198464,43,162.0,Homeland Security
198464,44,73.0,Public Administration
198464,45,190.0,Social Sciences
198464,50,175.0,Visual/Performing Arts
198464,51,862.0,Health Professions
198464,52,954.0,Business
198464,54,38.0,History
198507,11,7.0,Computer Science
198507,13,24.0,Education
198507,15,12.0,Engineering Tech
198507,23,2.0,English
198507,26,31.0,Biological Sciences
198507,27,2.0,Mathematics
198507,30,53.0,Interdisciplinary
198507,31,33.0,Parks/Recreation
198507,40,2.0,Physical Sciences
198507,42,13.0,Psychology
198507,43,61.0,Homeland Security
198507,44,20.0,Public Administration
198507,49,34.0,Transportation
198507,50,26.0,Visual/Performing Arts
198507,52,40.0,Business
198507,54,6.0,History
198516,03,27.0,Natural Resources
198516,09,391.0,Communication
198516,10,9.0,Communications Tech
198516,11,35.0,Computer Science
198516,13,59.0,Education
198516,14,15.0,Engineering
198516,16,13.0,Foreign Languages
198516,23,24.0,English
198516,24,0.0,Liberal Arts
198516,26,55.0,Biological Sciences
198516,27,35.0,Mathematics
198516,30,24.0,Interdisciplinary
198516,31,92.0,Parks/Recreation
198516,38,12.0,Philosophy/Religion
198516,40,4.0,Physical Sciences
198516,42,127.0,Psychology
198516,44,23.0,Public Administration
198516,45,146.0,Social Sciences
198516,50,90.0,Visual/Performing Arts
198516,51,47.0,Health Professions
198516,52,460.0,Business
198516,54,13.0,History
198543,09,14.0,Communication
198543,11,21.0,Computer Science
198543,13,61.0,Education
198543,16,0.0,Foreign Languages
198543,23,21.0,English
198543,24,74.0,Liberal Arts
198543,26,44.0,Biological Sciences
198543,27,4.0,Mathematics
198543,29,10.0,Military Tech
198543,31,0.0,Parks/Recreation
198543,40,4.0,Physical Sciences
198543,42,157.0,Psychology
198543,43,143.0,Homeland Security
198543,44,41.0,Public Administration
198543,45,67.0,Social Sciences
198543,50,16.0,Visual/Performing Arts
198543,51,182.0,Health Professions
198543,52,227.0,Business
198543,54,11.0,History
198561,09,16.0,Communication
198561,11,5.0,Computer Science
198561,13,37.0,Education
198561,16,10.0,Foreign Languages
198561,23,10.0,English
198561,26,39.0,Biological Sciences
198561,27,5.0,Mathematics
198561,30,0.0,Interdisciplinary
198561,31,17.0,Parks/Recreation
198561,38,11.0,Philosophy/Religion
198561,40,5.0,Physical Sciences
198561,42,65.0,Psychology
198561,43,26.0,Homeland Security
198561,45,11.0,Social Sciences
198561,50,24.0,Visual/Performing Arts
198561,51,83.0,Health Professions
198561,52,75.0,Business
198561,54,1.0,History
198598,13,2.0,Education
198598,16,0.0,Foreign Languages
198598,19,0.0,Family/Consumer Sciences
198598,23,3.0,English
198598,24,16.0,Liberal Arts
198598,26,5.0,Biological Sciences
198598,27,0.0,Mathematics
198598,31,14.0,Parks/Recreation
198598,38,1.0,Philosophy/Religion
198598,40,0.0,Physical Sciences
198598,42,19.0,Psychology
198598,43,7.0,Homeland Security
198598,45,2.0,Social Sciences
198598,50,12.0,Visual/Performing Arts
198598,51,9.0,Health Professions
198598,52,23.0,Business
198598,54,3.0,History
198613,03,9.0,Natural Resources
198613,05,2.0,Area/Ethnic Studies
198613,11,14.0,Computer Science
198613,13,18.0,Education
198613,16,5.0,Foreign Languages
198613,23,12.0,English
198613,26,17.0,Biological Sciences
198613,27,1.0,Mathematics
198613,30,7.0,Interdisciplinary
198613,31,27.0,Parks/Recreation
198613,38,3.0,Philosophy/Religion
198613,40,1.0,Physical Sciences
198613,42,32.0,Psychology
198613,43,20.0,Homeland Security
198613,44,7.0,Public Administration
198613,45,15.0,Social Sciences
198613,50,15.0,Visual/Performing Arts
198613,51,20.0,Health Professions
198613,52,24.0,Business
198613,54,8.0,History
198677,39,5.0,Theology
198695,09,123.0,Communication
198695,11,26.0,Computer Science
198695,13,32.0,Education
198695,14,2.0,Engineering
198695,16,8.0,Foreign Languages
198695,23,10.0,English
198695,26,75.0,Biological Sciences
198695,27,11.0,Mathematics
198695,30,3.0,Interdisciplinary
198695,31,103.0,Parks/Recreation
198695,38,5.0,Philosophy/Religion
198695,40,15.0,Physical Sciences
198695,42,61.0,Psychology
198695,43,45.0,Homeland Security
198695,45,40.0,Social Sciences
198695,50,113.0,Visual/Performing Arts
198695,51,0.0,Health Professions
198695,52,420.0,Business
198695,54,10.0,History
198756,09,12.0,Communication
198756,11,14.0,Computer Science
198756,14,0.0,Engineering
198756,16,0.0,Foreign Languages
198756,23,3.0,English
198756,24,16.0,Liberal Arts
198756,26,24.0,Biological Sciences
198756,27,0.0,Mathematics
198756,30,0.0,Interdisciplinary
198756,31,20.0,Parks/Recreation
198756,40,1.0,Physical Sciences
198756,42,10.0,Psychology
198756,44,10.0,Public Administration
198756,45,20.0,Social Sciences
198756,50,5.0,Visual/Performing Arts
198756,51,7.0,Health Professions
198756,52,37.0,Business
198756,54,1.0,History
198808,01,3.0,Agriculture
198808,09,1.0,Communication
198808,13,22.0,Education
198808,23,2.0,English
198808,26,60.0,Biological Sciences
198808,30,1.0,Interdisciplinary
198808,31,20.0,Parks/Recreation
198808,38,0.0,Philosophy/Religion
198808,42,8.0,Psychology
198808,43,25.0,Homeland Security
198808,44,36.0,Public Administration
198808,50,6.0,Visual/Performing Arts
198808,51,16.0,Health Professions
198808,52,14.0,Business
198808,54,1.0,History
198835,03,7.0,Natural Resources
198835,05,0.0,Area/Ethnic Studies
198835,09,7.0,Communication
198835,11,12.0,Computer Science
198835,13,27.0,Education
198835,15,0.0,Engineering Tech
198835,16,0.0,Foreign Languages
198835,23,3.0,English
198835,26,20.0,Biological Sciences
198835,27,2.0,Mathematics
198835,31,40.0,Parks/Recreation
198835,38,4.0,Philosophy/Religion
198835,39,1.0,Theology
198835,40,11.0,Physical Sciences
198835,42,21.0,Psychology
198835,43,5.0,Homeland Security
198835,44,12.0,Public Administration
198835,45,12.0,Social Sciences
198835,50,10.0,Visual/Performing Arts
198835,51,62.0,Health Professions
198835,52,73.0,Business
198835,54,5.0,History
198862,11,10.0,Computer Science
198862,13,4.0,Education
198862,23,1.0,English
198862,24,5.0,Liberal Arts
198862,26,8.0,Biological Sciences
198862,27,2.0,Mathematics
198862,31,21.0,Parks/Recreation
198862,38,3.0,Philosophy/Religion
198862,42,10.0,Psychology
198862,43,14.0,Homeland Security
198862,44,6.0,Public Administration
198862,45,4.0,Social Sciences
198862,50,0.0,Visual/Performing Arts
198862,52,23.0,Business
198862,54,2.0,History
198899,11,5.0,Computer Science
198899,13,14.0,Education
198899,16,0.0,Foreign Languages
198899,23,0.0,English
198899,26,17.0,Biological Sciences
198899,27,1.0,Mathematics
198899,30,1.0,Interdisciplinary
198899,31,14.0,Parks/Recreation
198899,38,1.0,Philosophy/Religion
198899,40,6.0,Physical Sciences
198899,42,17.0,Psychology
198899,43,19.0,Homeland Security
198899,44,23.0,Public Administration
198899,45,6.0,Social Sciences
198899,50,13.0,Visual/Performing Arts
198899,51,25.0,Health Professions
198899,52,30.0,Business
198899,54,6.0,History
198950,03,4.0,Natural Resources
198950,09,19.0,Communication
198950,11,3.0,Computer Science
198950,13,4.0,Education
198950,16,7.0,Foreign Languages
198950,19,14.0,Family/Consumer Sciences
198950,23,5.0,English
198950,26,42.0,Biological Sciences
198950,27,16.0,Mathematics
198950,30,0.0,Interdisciplinary
198950,31,14.0,Parks/Recreation
198950,38,6.0,Philosophy/Religion
198950,40,4.0,Physical Sciences
198950,42,39.0,Psychology
198950,44,11.0,Public Administration
198950,45,34.0,Social Sciences
198950,50,57.0,Visual/Performing Arts
198950,51,12.0,Health Professions
198950,52,66.0,Business
198950,54,6.0,History
198969,09,7.0,Communication
198969,11,10.0,Computer Science
198969,13,12.0,Education
198969,14,6.0,Engineering
198969,15,2.0,Engineering Tech
198969,16,1.0,Foreign Languages
198969,23,0.0,English
198969,26,18.0,Biological Sciences
198969,27,1.0,Mathematics
198969,31,39.0,Parks/Recreation
198969,38,1.0,Philosophy/Religion
198969,40,2.0,Physical Sciences
198969,42,21.0,Psychology
198969,43,44.0,Homeland Security
198969,44,4.0,Public Administration
198969,45,6.0,Social Sciences
198969,50,9.0,Visual/Performing Arts
198969,51,21.0,Health Professions
198969,52,75.0,Business
198969,54,2.0,History
198978,51,25.0,Health Professions
198978,52,25.0,Business
199032,03,0.0,Natural Resources
199032,09,5.0,Communication
199032,11,31.0,Computer Science
199032,13,8.0,Education
199032,23,5.0,English
199032,26,22.0,Biological Sciences
199032,30,0.0,Interdisciplinary
199032,31,4.0,Parks/Recreation
199032,39,3.0,Theology
199032,42,27.0,Psychology
199032,43,9.0,Homeland Security
199032,44,2.0,Public Administration
199032,50,2.0,Visual/Performing Arts
199032,51,0.0,Health Professions
199032,52,31.0,Business
199032,54,2.0,History
199069,01,48.0,Agriculture
199069,03,4.0,Natural Resources
199069,09,3.0,Communication
199069,11,12.0,Computer Science
199069,13,84.0,Education
199069,23,1.0,English
199069,26,16.0,Biological Sciences
199069,27,0.0,Mathematics
199069,31,34.0,Parks/Recreation
199069,38,4.0,Philosophy/Religion
199069,39,0.0,Theology
199069,40,0.0,Physical Sciences
199069,42,23.0,Psychology
199069,43,36.0,Homeland Security
199069,44,17.0,Public Administration
199069,50,6.0,Visual/Performing Arts
199069,51,51.0,Health Professions
199069,52,110.0,Business
199069,54,7.0,History
199102,01,86.0,Agriculture
199102,04,8.0,Architecture
199102,09,115.0,Communication
199102,11,137.0,Computer Science
199102,13,32.0,Education
199102,14,320.0,Engineering
199102,15,58.0,Engineering Tech
199102,19,42.0,Family/Consumer Sciences
199102,23,23.0,English
199102,24,237.0,Liberal Arts
199102,26,94.0,Biological Sciences
199102,27,9.0,Mathematics
199102,31,125.0,Parks/Recreation
199102,40,24.0,Physical Sciences
199102,42,163.0,Psychology
199102,43,101.0,Homeland Security
199102,44,45.0,Public Administration
199102,45,67.0,Social Sciences
199102,50,68.0,Visual/Performing Arts
199102,51,77.0,Health Professions
199102,52,229.0,Business
199102,54,3.0,History
199111,03,59.0,Natural Resources
199111,05,6.0,Area/Ethnic Studies
199111,09,38.0,Communication
199111,11,26.0,Computer Science
199111,14,21.0,Engineering
199111,16,15.0,Foreign Languages
199111,23,48.0,English
199111,24,20.0,Liberal Arts
199111,26,42.0,Biological Sciences
199111,27,10.0,Mathematics
199111,38,8.0,Philosophy/Religion
199111,40,35.0,Physical Sciences
199111,42,80.0,Psychology
199111,45,69.0,Social Sciences
199111,50,80.0,Visual/Performing Arts
199111,51,33.0,Health Professions
199111,52,66.0,Business
199111,54,28.0,History
199120,03,114.0,Natural Resources
199120,05,172.0,Area/Ethnic Studies
199120,09,522.0,Communication
199120,11,499.0,Computer Science
199120,13,115.0,Education
199120,14,149.0,Engineering
199120,16,126.0,Foreign Languages
199120,19,53.0,Family/Consumer Sciences
199120,23,164.0,English
199120,24,26.0,Liberal Arts
199120,26,740.0,Biological Sciences
199120,27,345.0,Mathematics
199120,30,599.0,Interdisciplinary
199120,31,365.0,Parks/Recreation
199120,38,61.0,Philosophy/Religion
199120,40,179.0,Physical Sciences
199120,44,157.0,Public Administration
199120,45,998.0,Social Sciences
199120,50,110.0,Visual/Performing Arts
199120,51,307.0,Health Professions
199120,52,496.0,Business
199120,54,123.0,History
199139,04,49.0,Architecture
199139,05,26.0,Area/Ethnic Studies
199139,09,236.0,Communication
199139,11,761.0,Computer Science
199139,13,183.0,Education
199139,14,478.0,Engineering
199139,15,172.0,Engineering Tech
199139,16,98.0,Foreign Languages
199139,23,124.0,English
199139,26,489.0,Biological Sciences
199139,27,76.0,Mathematics
199139,30,61.0,Interdisciplinary
199139,31,2.0,Parks/Recreation
199139,38,24.0,Philosophy/Religion
199139,40,138.0,Physical Sciences
199139,42,367.0,Psychology
199139,43,219.0,Homeland Security
199139,44,71.0,Public Administration
199139,45,317.0,Social Sciences
199139,50,165.0,Visual/Performing Arts
199139,51,477.0,Health Professions
199139,52,1092.0,Business
199139,54,103.0,History
199148,03,21.0,Natural Resources
199148,05,24.0,Area/Ethnic Studies
199148,09,186.0,Communication
199148,11,202.0,Computer Science
199148,13,180.0,Education
199148,16,34.0,Foreign Languages
199148,19,169.0,Family/Consumer Sciences
199148,23,46.0,English
199148,24,119.0,Liberal Arts
199148,26,216.0,Biological Sciences
199148,27,17.0,Mathematics
199148,30,134.0,Interdisciplinary
199148,31,193.0,Parks/Recreation
199148,38,32.0,Philosophy/Religion
199148,40,16.0,Physical Sciences
199148,42,245.0,Psychology
199148,44,91.0,Public Administration
199148,45,222.0,Social Sciences
199148,50,282.0,Visual/Performing Arts
199148,51,325.0,Health Professions
199148,52,619.0,Business
199148,54,62.0,History
199157,03,12.0,Natural Resources
199157,09,52.0,Communication
199157,11,18.0,Computer Science
199157,13,16.0,Education
199157,16,0.0,Foreign Languages
199157,19,59.0,Family/Consumer Sciences
199157,23,7.0,English
199157,24,22.0,Liberal Arts
199157,26,65.0,Biological Sciences
199157,27,3.0,Mathematics
199157,31,52.0,Parks/Recreation
199157,40,8.0,Physical Sciences
199157,42,99.0,Psychology
199157,43,114.0,Homeland Security
199157,44,47.0,Public Administration
199157,45,155.0,Social Sciences
199157,50,33.0,Visual/Performing Arts
199157,51,78.0,Health Professions
