UNITID,cip_family,total_awards,cip_label
199157,52,130.0,Business
199157,54,10.0,History
199184,50,229.0,Visual/Performing Arts
199193,01,516.0,Agriculture
199193,03,221.0,Natural Resources
199193,04,57.0,Architecture
199193,09,197.0,Communication
199193,11,287.0,Computer Science
199193,13,173.0,Education
199193,14,1501.0,Engineering
199193,15,15.0,Engineering Tech
199193,16,64.0,Foreign Languages
199193,23,82.0,English
199193,24,25.0,Liberal Arts
199193,26,642.0,Biological Sciences
199193,27,145.0,Mathematics
199193,30,174.0,Interdisciplinary
199193,31,155.0,Parks/Recreation
199193,38,20.0,Philosophy/Religion
199193,40,109.0,Physical Sciences
199193,41,10.0,Science Tech
199193,42,296.0,Psychology
199193,44,46.0,Public Administration
199193,45,323.0,Social Sciences
199193,50,130.0,Visual/Performing Arts
199193,52,1151.0,Business
199193,54,58.0,History
199209,01,0.0,Agriculture
199209,03,3.0,Natural Resources
199209,09,2.0,Communication
199209,11,32.0,Computer Science
199209,13,7.0,Education
199209,23,2.0,English
199209,24,6.0,Liberal Arts
199209,26,7.0,Biological Sciences
199209,27,3.0,Mathematics
199209,30,0.0,Interdisciplinary
199209,31,25.0,Parks/Recreation
199209,38,2.0,Philosophy/Religion
199209,40,0.0,Physical Sciences
199209,42,35.0,Psychology
199209,43,31.0,Homeland Security
199209,45,6.0,Social Sciences
199209,50,2.0,Visual/Performing Arts
199209,51,43.0,Health Professions
199209,52,188.0,Business
199209,54,4.0,History
199218,03,95.0,Natural Resources
199218,09,175.0,Communication
199218,11,152.0,Computer Science
199218,13,157.0,Education
199218,14,23.0,Engineering
199218,16,27.0,Foreign Languages
199218,23,82.0,English
199218,26,275.0,Biological Sciences
199218,27,16.0,Mathematics
199218,30,49.0,Interdisciplinary
199218,31,197.0,Parks/Recreation
199218,38,18.0,Philosophy/Religion
199218,40,53.0,Physical Sciences
199218,42,261.0,Psychology
199218,44,81.0,Public Administration
199218,45,234.0,Social Sciences
199218,50,160.0,Visual/Performing Arts
199218,51,1002.0,Health Professions
199218,52,729.0,Business
199218,54,37.0,History
199272,03,3.0,Natural Resources
199272,09,9.0,Communication
199272,13,5.0,Education
199272,22,3.0,Legal Professions
199272,23,4.0,English
199272,24,8.0,Liberal Arts
199272,26,17.0,Biological Sciences
199272,30,0.0,Interdisciplinary
199272,31,23.0,Parks/Recreation
199272,42,14.0,Psychology
199272,45,18.0,Social Sciences
199272,50,23.0,Visual/Performing Arts
199272,51,4.0,Health Professions
199272,52,50.0,Business
199272,54,2.0,History
199281,03,13.0,Natural Resources
199281,05,4.0,Area/Ethnic Studies
199281,09,35.0,Communication
199281,11,73.0,Computer Science
199281,13,84.0,Education
199281,16,4.0,Foreign Languages
199281,23,8.0,English
199281,26,115.0,Biological Sciences
199281,27,7.0,Mathematics
199281,30,209.0,Interdisciplinary
199281,31,85.0,Parks/Recreation
199281,38,2.0,Philosophy/Religion
199281,40,22.0,Physical Sciences
199281,42,67.0,Psychology
199281,43,146.0,Homeland Security
199281,44,50.0,Public Administration
199281,45,172.0,Social Sciences
199281,50,38.0,Visual/Performing Arts
199281,51,49.0,Health Professions
199281,52,205.0,Business
199281,54,12.0,History
199306,03,5.0,Natural Resources
199306,09,8.0,Communication
199306,11,10.0,Computer Science
199306,13,20.0,Education
199306,19,0.0,Family/Consumer Sciences
199306,23,4.0,English
199306,26,18.0,Biological Sciences
199306,27,0.0,Mathematics
199306,31,24.0,Parks/Recreation
199306,38,2.0,Philosophy/Religion
199306,39,1.0,Theology
199306,40,1.0,Physical Sciences
199306,42,13.0,Psychology
199306,43,18.0,Homeland Security
199306,44,15.0,Public Administration
199306,50,6.0,Visual/Performing Arts
199306,51,24.0,Health Professions
199306,52,31.0,Business
199306,54,4.0,History
199412,03,1.0,Natural Resources
199412,09,23.0,Communication
199412,13,5.0,Education
199412,14,0.0,Engineering
199412,16,5.0,Foreign Languages
199412,23,12.0,English
199412,24,0.0,Liberal Arts
199412,26,56.0,Biological Sciences
199412,27,6.0,Mathematics
199412,30,0.0,Interdisciplinary
199412,31,17.0,Parks/Recreation
199412,38,0.0,Philosophy/Religion
199412,40,5.0,Physical Sciences
199412,42,19.0,Psychology
199412,44,14.0,Public Administration
199412,45,13.0,Social Sciences
199412,50,15.0,Visual/Performing Arts
199412,51,114.0,Health Professions
199412,52,84.0,Business
199412,54,4.0,History
199458,13,3.0,Education
199458,16,0.0,Foreign Languages
199458,19,0.0,Family/Consumer Sciences
199458,26,0.0,Biological Sciences
199458,30,1.0,Interdisciplinary
199458,39,8.0,Theology
199458,42,2.0,Psychology
199458,52,3.0,Business
199582,09,2.0,Communication
199582,11,2.0,Computer Science
199582,13,0.0,Education
199582,14,1.0,Engineering
199582,23,1.0,English
199582,26,5.0,Biological Sciences
199582,31,12.0,Parks/Recreation
199582,38,2.0,Philosophy/Religion
199582,40,0.0,Physical Sciences
199582,42,8.0,Psychology
199582,43,13.0,Homeland Security
199582,45,7.0,Social Sciences
199582,50,10.0,Visual/Performing Arts
199582,51,9.0,Health Professions
199582,52,28.0,Business
199607,03,0.0,Natural Resources
199607,05,0.0,Area/Ethnic Studies
199607,09,3.0,Communication
199607,13,4.0,Education
199607,16,2.0,Foreign Languages
199607,23,6.0,English
199607,24,1.0,Liberal Arts
199607,26,6.0,Biological Sciences
199607,27,2.0,Mathematics
199607,31,2.0,Parks/Recreation
199607,38,2.0,Philosophy/Religion
199607,40,1.0,Physical Sciences
199607,42,10.0,Psychology
199607,43,3.0,Homeland Security
199607,45,3.0,Social Sciences
199607,50,23.0,Visual/Performing Arts
199607,51,5.0,Health Professions
199607,52,13.0,Business
199607,54,3.0,History
199643,09,21.0,Communication
199643,11,9.0,Computer Science
199643,13,4.0,Education
199643,26,5.0,Biological Sciences
199643,30,9.0,Interdisciplinary
199643,31,30.0,Parks/Recreation
199643,42,14.0,Psychology
199643,43,16.0,Homeland Security
199643,44,16.0,Public Administration
199643,45,15.0,Social Sciences
199643,50,3.0,Visual/Performing Arts
199643,52,42.0,Business
199698,01,13.0,Agriculture
199698,09,7.0,Communication
199698,13,12.0,Education
199698,23,0.0,English
199698,26,4.0,Biological Sciences
199698,30,4.0,Interdisciplinary
199698,31,19.0,Parks/Recreation
199698,38,0.0,Philosophy/Religion
199698,40,3.0,Physical Sciences
199698,42,6.0,Psychology
199698,43,0.0,Homeland Security
199698,45,1.0,Social Sciences
199698,50,1.0,Visual/Performing Arts
199698,52,49.0,Business
199698,54,1.0,History
199759,13,0.0,Education
199759,23,3.0,English
199759,24,2.0,Liberal Arts
199759,30,1.0,Interdisciplinary
199759,38,6.0,Philosophy/Religion
199759,39,80.0,Theology
199759,52,0.0,Business
199759,54,6.0,History
199847,03,15.0,Natural Resources
199847,05,13.0,Area/Ethnic Studies
199847,09,124.0,Communication
199847,11,67.0,Computer Science
199847,13,9.0,Education
199847,14,36.0,Engineering
199847,16,36.0,Foreign Languages
199847,23,37.0,English
199847,24,4.0,Liberal Arts
199847,26,136.0,Biological Sciences
199847,27,69.0,Mathematics
199847,31,102.0,Parks/Recreation
199847,38,40.0,Philosophy/Religion
199847,40,31.0,Physical Sciences
199847,42,119.0,Psychology
199847,45,274.0,Social Sciences
199847,50,37.0,Visual/Performing Arts
199847,52,337.0,Business
199847,54,31.0,History
199865,03,13.0,Natural Resources
199865,23,14.0,English
199865,26,18.0,Biological Sciences
199865,27,2.0,Mathematics
199865,30,7.0,Interdisciplinary
199865,31,6.0,Parks/Recreation
199865,38,1.0,Philosophy/Religion
199865,40,2.0,Physical Sciences
199865,42,15.0,Psychology
199865,44,15.0,Public Administration
199865,45,4.0,Social Sciences
199865,50,15.0,Visual/Performing Arts
199865,52,8.0,Business
199865,54,7.0,History
199883,51,75.0,Health Professions
199962,09,31.0,Communication
199962,13,41.0,Education
199962,23,5.0,English
199962,26,63.0,Biological Sciences
199962,27,3.0,Mathematics
199962,30,6.0,Interdisciplinary
199962,31,76.0,Parks/Recreation
199962,38,4.0,Philosophy/Religion
199962,40,8.0,Physical Sciences
199962,42,66.0,Psychology
199962,43,34.0,Homeland Security
199962,44,32.0,Public Administration
199962,45,8.0,Social Sciences
199962,50,4.0,Visual/Performing Arts
199962,51,25.0,Health Professions
199962,52,104.0,Business
199962,54,3.0,History
199971,39,3.0,Theology
199999,05,1.0,Area/Ethnic Studies
199999,09,42.0,Communication
199999,11,18.0,Computer Science
199999,13,45.0,Education
199999,16,0.0,Foreign Languages
199999,23,7.0,English
199999,24,53.0,Liberal Arts
199999,26,43.0,Biological Sciences
199999,27,6.0,Mathematics
199999,30,2.0,Interdisciplinary
199999,31,76.0,Parks/Recreation
199999,40,5.0,Physical Sciences
199999,42,65.0,Psychology
199999,43,36.0,Homeland Security
199999,44,47.0,Public Administration
199999,45,43.0,Social Sciences
199999,50,18.0,Visual/Performing Arts
199999,51,336.0,Health Professions
199999,52,71.0,Business
199999,54,4.0,History
200004,03,52.0,Natural Resources
200004,09,76.0,Communication
200004,11,22.0,Computer Science
200004,13,241.0,Education
200004,14,62.0,Engineering
200004,15,107.0,Engineering Tech
200004,16,15.0,Foreign Languages
200004,23,46.0,English
200004,24,6.0,Liberal Arts
200004,26,85.0,Biological Sciences
200004,27,25.0,Mathematics
200004,30,15.0,Interdisciplinary
200004,31,69.0,Parks/Recreation
200004,38,12.0,Philosophy/Religion
200004,40,59.0,Physical Sciences
200004,42,148.0,Psychology
200004,43,156.0,Homeland Security
200004,44,170.0,Public Administration
200004,45,92.0,Social Sciences
200004,50,131.0,Visual/Performing Arts
200004,51,525.0,Health Professions
200004,52,612.0,Business
200004,54,45.0,History
200013,11,0.0,Computer Science
200013,13,0.0,Education
200013,43,0.0,Homeland Security
200013,44,0.0,Public Administration
200013,50,0.0,Visual/Performing Arts
200013,51,33.0,Health Professions
200013,52,0.0,Business
200022,11,21.0,Computer Science
200022,52,40.0,Business
200059,01,15.0,Agriculture
200059,03,1.0,Natural Resources
200059,09,4.0,Communication
200059,11,9.0,Computer Science
200059,13,29.0,Education
200059,23,2.0,English
200059,26,9.0,Biological Sciences
200059,27,1.0,Mathematics
200059,30,10.0,Interdisciplinary
200059,31,13.0,Parks/Recreation
200059,40,2.0,Physical Sciences
200059,42,13.0,Psychology
200059,43,5.0,Homeland Security
200059,45,2.0,Social Sciences
200059,50,0.0,Visual/Performing Arts
200059,51,20.0,Health Professions
200059,52,100.0,Business
200059,54,0.0,History
200086,03,0.0,Natural Resources
200086,05,2.0,Area/Ethnic Studies
200086,13,0.0,Education
200086,52,0.0,Business
200156,03,3.0,Natural Resources
200156,09,13.0,Communication
200156,11,9.0,Computer Science
200156,13,26.0,Education
200156,14,9.0,Engineering
200156,15,0.0,Engineering Tech
200156,16,0.0,Foreign Languages
200156,23,0.0,English
200156,24,1.0,Liberal Arts
200156,26,4.0,Biological Sciences
200156,27,1.0,Mathematics
200156,31,17.0,Parks/Recreation
200156,38,0.0,Philosophy/Religion
200156,40,1.0,Physical Sciences
200156,42,10.0,Psychology
200156,43,7.0,Homeland Security
200156,45,3.0,Social Sciences
200156,50,3.0,Visual/Performing Arts
200156,51,26.0,Health Professions
200156,52,31.0,Business
200156,54,3.0,History
200217,09,15.0,Communication
200217,11,4.0,Computer Science
200217,13,49.0,Education
200217,14,22.0,Engineering
200217,16,1.0,Foreign Languages
200217,19,1.0,Family/Consumer Sciences
200217,23,8.0,English
200217,24,27.0,Liberal Arts
200217,26,46.0,Biological Sciences
200217,27,2.0,Mathematics
200217,31,30.0,Parks/Recreation
200217,38,25.0,Philosophy/Religion
200217,39,10.0,Theology
200217,40,2.0,Physical Sciences
200217,42,30.0,Psychology
200217,43,19.0,Homeland Security
200217,44,15.0,Public Administration
200217,45,5.0,Social Sciences
200217,50,8.0,Visual/Performing Arts
200217,51,123.0,Health Professions
200217,52,101.0,Business
200217,54,3.0,History
200226,01,3.0,Agriculture
200226,09,2.0,Communication
200226,13,89.0,Education
200226,19,6.0,Family/Consumer Sciences
200226,23,1.0,English
200226,24,20.0,Liberal Arts
200226,26,6.0,Biological Sciences
200226,27,4.0,Mathematics
200226,31,9.0,Parks/Recreation
200226,40,2.0,Physical Sciences
200226,42,6.0,Psychology
200226,45,2.0,Social Sciences
200226,51,41.0,Health Professions
200226,52,42.0,Business
200253,09,6.0,Communication
200253,10,0.0,Communications Tech
200253,11,9.0,Computer Science
200253,13,106.0,Education
200253,16,6.0,Foreign Languages
200253,23,3.0,English
200253,24,21.0,Liberal Arts
200253,26,19.0,Biological Sciences
200253,27,3.0,Mathematics
200253,30,2.0,Interdisciplinary
200253,31,18.0,Parks/Recreation
200253,40,11.0,Physical Sciences
200253,42,9.0,Psychology
200253,43,33.0,Homeland Security
200253,44,51.0,Public Administration
200253,45,0.0,Social Sciences
200253,50,5.0,Visual/Performing Arts
200253,51,113.0,Health Professions
200253,52,107.0,Business
200253,54,2.0,History
200280,03,9.0,Natural Resources
200280,05,4.0,Area/Ethnic Studies
200280,09,61.0,Communication
200280,10,0.0,Communications Tech
200280,11,25.0,Computer Science
200280,13,71.0,Education
200280,14,176.0,Engineering
200280,15,0.0,Engineering Tech
200280,16,22.0,Foreign Languages
200280,19,5.0,Family/Consumer Sciences
200280,23,19.0,English
200280,24,105.0,Liberal Arts
200280,26,83.0,Biological Sciences
200280,27,9.0,Mathematics
200280,30,9.0,Interdisciplinary
200280,31,30.0,Parks/Recreation
200280,38,6.0,Philosophy/Religion
200280,40,20.0,Physical Sciences
200280,42,117.0,Psychology
200280,43,88.0,Homeland Security
200280,44,76.0,Public Administration
200280,45,70.0,Social Sciences
200280,49,337.0,Transportation
200280,50,20.0,Visual/Performing Arts
200280,51,245.0,Health Professions
200280,52,310.0,Business
200280,54,9.0,History
200332,01,193.0,Agriculture
200332,03,22.0,Natural Resources
200332,04,62.0,Architecture
200332,05,5.0,Area/Ethnic Studies
200332,09,39.0,Communication
200332,11,80.0,Computer Science
200332,13,54.0,Education
200332,14,317.0,Engineering
200332,15,43.0,Engineering Tech
200332,16,2.0,Foreign Languages
200332,19,112.0,Family/Consumer Sciences
200332,23,11.0,English
200332,24,4.0,Liberal Arts
200332,26,131.0,Biological Sciences
200332,27,16.0,Mathematics
200332,30,87.0,Interdisciplinary
200332,31,55.0,Parks/Recreation
200332,40,14.0,Physical Sciences
200332,42,94.0,Psychology
200332,43,72.0,Homeland Security
200332,45,44.0,Social Sciences
200332,50,51.0,Visual/Performing Arts
200332,51,334.0,Health Professions
200332,52,380.0,Business
200332,54,20.0,History
200466,03,0.0,Natural Resources
200466,05,0.0,Area/Ethnic Studies
200466,13,0.0,Education
200466,24,3.0,Liberal Arts
200466,43,0.0,Homeland Security
200466,44,0.0,Public Administration
200466,52,3.0,Business
200484,13,3.0,Education
200484,24,0.0,Liberal Arts
200484,31,2.0,Parks/Recreation
200484,39,36.0,Theology
200484,44,0.0,Public Administration
200484,52,4.0,Business
200527,13,11.0,Education
200527,24,0.0,Liberal Arts
200527,52,4.0,Business
200554,03,3.0,Natural Resources
200554,13,3.0,Education
200554,43,9.0,Homeland Security
200554,52,11.0,Business
200572,03,17.0,Natural Resources
200572,09,5.0,Communication
200572,11,4.0,Computer Science
200572,13,137.0,Education
200572,14,4.0,Engineering
200572,23,4.0,English
200572,24,8.0,Liberal Arts
200572,26,1.0,Biological Sciences
200572,27,1.0,Mathematics
200572,31,7.0,Parks/Recreation
200572,40,0.0,Physical Sciences
200572,42,7.0,Psychology
200572,44,6.0,Public Administration
200572,45,0.0,Social Sciences
200572,50,13.0,Visual/Performing Arts
200572,51,7.0,Health Professions
200572,52,23.0,Business
200572,54,6.0,History
200785,11,3.0,Computer Science
200785,22,1.0,Legal Professions
200785,43,1.0,Homeland Security
200785,51,9.0,Health Professions
200785,52,6.0,Business
200800,09,62.0,Communication
200800,11,87.0,Computer Science
200800,13,160.0,Education
200800,14,330.0,Engineering
200800,15,115.0,Engineering Tech
200800,16,8.0,Foreign Languages
200800,19,19.0,Family/Consumer Sciences
200800,23,12.0,English
200800,24,8.0,Liberal Arts
200800,26,112.0,Biological Sciences
200800,27,28.0,Mathematics
200800,30,45.0,Interdisciplinary
200800,31,37.0,Parks/Recreation
200800,38,5.0,Philosophy/Religion
200800,40,24.0,Physical Sciences
200800,42,104.0,Psychology
200800,43,129.0,Homeland Security
200800,44,60.0,Public Administration
200800,45,63.0,Social Sciences
200800,50,67.0,Visual/Performing Arts
